ann_return,ann_vol,sharpe,max_dd,calmar,sortino,turnover
-1.1598633464901626,1.0332082313279134,-1.1225843071337787,-1.0184859473603827,-1.1388113400054156,-0.8418740407953843,4.65426919951854
