Price,Close,High,Low,Open,Volume
Ticker,^FTSE,^FTSE,^FTSE,^FTSE,^FTSE
Date,,,,,
2010-01-04,5500.2998046875,5500.2998046875,5410.7998046875,5412.89990234375,750942000
2010-01-05,5522.5,5536.39990234375,5480.7001953125,5500.2998046875,1149301200
2010-01-06,5530.0,5536.5,5497.7001953125,5522.5,998295300
2010-01-07,5526.7001953125,5551.7001953125,5499.7998046875,5530.0,1162933700
2010-01-08,5534.2001953125,5549.2998046875,5494.7998046875,5526.7001953125,1006420600
2010-01-11,5538.10009765625,5600.5,5527.89990234375,5534.2001953125,901194900
2010-01-12,5498.7001953125,5549.60009765625,5459.89990234375,5538.10009765625,957401700
2010-01-13,5473.5,5509.7001953125,5450.89990234375,5498.7001953125,849923000
2010-01-14,5498.2001953125,5521.89990234375,5473.5,5473.5,928036100
2010-01-15,5455.39990234375,5527.0,5450.39990234375,5498.2001953125,1743437800
2010-01-18,5494.39990234375,5504.0,5454.2998046875,5455.39990234375,776795200
2010-01-19,5513.10009765625,5531.89990234375,5431.2998046875,5494.39990234375,1107801600
2010-01-20,5420.7998046875,5513.10009765625,5404.0,5513.10009765625,1199200900
2010-01-21,5335.10009765625,5468.39990234375,5331.60009765625,5420.7998046875,1345500500
2010-01-22,5303.0,5345.60009765625,5253.0,5335.10009765625,1645842400
2010-01-25,5260.2998046875,5330.60009765625,5252.89990234375,5303.0,1024448800
2010-01-26,5276.89990234375,5276.89990234375,5215.7001953125,5260.2998046875,1015919800
2010-01-27,5217.5,5276.89990234375,5192.60009765625,5276.89990234375,1271716800
2010-01-28,5145.7001953125,5280.39990234375,5145.7001953125,5217.5,1294378400
2010-01-29,5188.5,5230.2001953125,5145.7001953125,5145.7001953125,1281845800
2010-02-01,5247.39990234375,5250.10009765625,5163.60009765625,5188.5,934766100
2010-02-02,5283.2998046875,5289.10009765625,5208.2001953125,5247.39990234375,1105691000
2010-02-03,5253.2001953125,5305.39990234375,5237.7001953125,5283.2998046875,1140388100
2010-02-04,5139.2998046875,5262.2001953125,5123.89990234375,5253.2001953125,1725801600
2010-02-05,5060.89990234375,5139.2998046875,5033.7998046875,5139.2998046875,1930760100
2010-02-08,5092.2998046875,5118.10009765625,5033.0,5060.89990234375,1326821100
2010-02-09,5111.7998046875,5132.89990234375,5084.7998046875,5092.2998046875,1284674100
2010-02-10,5132.0,5181.2001953125,5105.2998046875,5111.7998046875,1191910000
2010-02-11,5161.5,5201.7998046875,5114.5,5132.0,1565807200
2010-02-12,5142.5,5207.7001953125,5117.39990234375,5161.5,1285903300
2010-02-15,5167.5,5194.2998046875,5142.5,5142.5,591532800
2010-02-16,5244.10009765625,5248.10009765625,5167.5,5167.5,1098282000
2010-02-17,5276.60009765625,5304.5,5244.10009765625,5244.10009765625,1205018000
2010-02-18,5325.10009765625,5326.39990234375,5261.7001953125,5276.60009765625,966085200
2010-02-19,5358.2001953125,5366.10009765625,5281.39990234375,5325.10009765625,1469031000
2010-02-22,5352.10009765625,5387.0,5348.2001953125,5358.2001953125,961342400
2010-02-23,5315.10009765625,5395.5,5302.0,5352.10009765625,1063966500
2010-02-24,5342.89990234375,5357.89990234375,5298.2001953125,5315.10009765625,953221200
2010-02-25,5278.2001953125,5370.39990234375,5259.7001953125,5342.89990234375,1951587200
2010-02-26,5354.5,5367.7998046875,5278.2001953125,5278.2001953125,1700847600
2010-03-01,5405.89990234375,5420.7998046875,5354.5,5354.5,1423330600
2010-03-02,5484.10009765625,5485.0,5403.7001953125,5405.89990234375,1218498700
2010-03-03,5533.2001953125,5541.7998046875,5465.2998046875,5484.10009765625,1108893100
2010-03-04,5527.2001953125,5544.2001953125,5501.10009765625,5533.2001953125,1075263000
2010-03-05,5599.7998046875,5605.39990234375,5527.2001953125,5527.2001953125,1001732100
2010-03-08,5606.7001953125,5621.2001953125,5579.2001953125,5599.7998046875,837350700
2010-03-09,5602.2998046875,5618.39990234375,5563.10009765625,5606.7001953125,993738400
2010-03-10,5640.60009765625,5645.2998046875,5585.39990234375,5602.2998046875,997893900
2010-03-11,5617.2998046875,5642.89990234375,5594.7001953125,5640.60009765625,889812900
2010-03-12,5625.7001953125,5646.7001953125,5612.39990234375,5617.2998046875,1292880400
2010-03-15,5593.89990234375,5627.0,5588.2001953125,5625.7001953125,818311200
2010-03-16,5620.39990234375,5637.7001953125,5593.89990234375,5593.89990234375,878179400
2010-03-17,5644.60009765625,5657.7998046875,5620.39990234375,5620.39990234375,930653500
2010-03-18,5642.60009765625,5661.0,5619.2001953125,5644.60009765625,919829700
2010-03-19,5650.10009765625,5691.2001953125,5633.5,5642.60009765625,2488301900
2010-03-22,5644.5,5650.10009765625,5583.5,5650.10009765625,886165700
2010-03-23,5673.60009765625,5695.89990234375,5644.5,5644.5,969327600
2010-03-24,5677.89990234375,5698.89990234375,5636.0,5673.60009765625,1118840000
2010-03-25,5727.7001953125,5737.10009765625,5673.10009765625,5677.89990234375,1098678300
2010-03-26,5703.0,5727.7001953125,5695.5,5727.7001953125,1031531100
2010-03-29,5710.7001953125,5733.10009765625,5684.60009765625,5703.0,1015977100
2010-03-30,5672.2998046875,5742.7998046875,5662.7998046875,5710.7001953125,930757400
2010-03-31,5679.60009765625,5698.5,5646.2998046875,5672.2998046875,1105283700
2010-04-01,5744.89990234375,5744.89990234375,5679.5,5679.60009765625,807719900
2010-04-06,5780.39990234375,5790.39990234375,5744.60009765625,5744.89990234375,845433900
2010-04-07,5762.10009765625,5782.2998046875,5753.39990234375,5780.39990234375,828676900
2010-04-08,5712.7001953125,5762.10009765625,5684.5,5762.10009765625,820356600
2010-04-09,5771.0,5773.60009765625,5712.7001953125,5712.7001953125,704070300
2010-04-12,5777.7001953125,5803.7001953125,5755.7998046875,5771.0,595469500
2010-04-13,5761.7001953125,5778.89990234375,5741.89990234375,5777.7001953125,668939800
2010-04-14,5796.2998046875,5812.7998046875,5761.7001953125,5761.7001953125,868022000
2010-04-15,5825.0,5832.2998046875,5778.39990234375,5796.2998046875,1030545900
2010-04-16,5744.0,5833.7001953125,5726.39990234375,5825.0,1634478500
2010-04-19,5727.89990234375,5748.2998046875,5697.2001953125,5744.0,889516800
2010-04-20,5783.7001953125,5796.60009765625,5727.89990234375,5727.89990234375,1081126000
2010-04-21,5723.39990234375,5797.0,5721.2998046875,5783.7001953125,1148842800
2010-04-22,5665.2998046875,5761.39990234375,5652.39990234375,5723.39990234375,1139851500
2010-04-23,5723.7001953125,5740.89990234375,5665.2998046875,5665.2998046875,1002800100
2010-04-26,5753.89990234375,5800.7001953125,5723.7001953125,5723.7001953125,1036747900
2010-04-27,5603.5,5758.60009765625,5603.5,5753.89990234375,1515371800
2010-04-28,5586.60009765625,5640.0,5533.60009765625,5603.5,1832667100
2010-04-29,5617.7998046875,5638.7998046875,5579.7001953125,5586.60009765625,1206691700
2010-04-30,5553.2998046875,5643.89990234375,5540.60009765625,5617.7998046875,1439125200
2010-05-04,5411.10009765625,5566.0,5398.89990234375,5553.2998046875,1735870600
2010-05-05,5341.89990234375,5428.7998046875,5304.60009765625,5411.10009765625,1997069700
2010-05-06,5261.0,5371.5,5251.2998046875,5341.89990234375,1701801200
2010-05-07,5123.0,5264.5,5045.2998046875,5261.0,2757309100
2010-05-10,5387.39990234375,5399.7998046875,5123.0,5123.0,2324686400
2010-05-11,5334.2001953125,5387.39990234375,5257.2001953125,5387.39990234375,1450249400
2010-05-12,5383.5,5401.0,5284.7001953125,5334.2001953125,1513656500
2010-05-13,5433.7001953125,5436.0,5381.60009765625,5383.5,956026300
2010-05-14,5262.89990234375,5433.7001953125,5245.39990234375,5433.7001953125,1335859200
2010-05-17,5262.5,5327.5,5231.60009765625,5262.89990234375,1200727700
2010-05-18,5307.2998046875,5341.39990234375,5262.5,5262.5,1111259100
2010-05-19,5158.10009765625,5307.2998046875,5158.10009765625,5307.2998046875,1381919600
