Price,Close,High,Low,Open,Volume
Ticker,EEM,EEM,EEM,EEM,EEM
Date,,,,,
2010-01-04,30.785852432250977,30.80747864276579,30.389406735389503,30.40382329250701,70761600
2010-01-05,31.009313583374023,31.117433667365802,30.821901038303658,30.93002387197332,50196300
2010-01-06,31.074180603027344,31.203926877962193,31.002097811576125,31.052557140430647,50670000
2010-01-07,30.893972396850586,30.98046898193006,30.72097647701478,30.886762744115792,41803700
2010-01-08,31.139060974121094,31.153477535760313,30.807488305452942,30.908401487249513,41118100
2010-01-11,31.074180603027344,31.333673152897045,30.922810865495798,31.319256594606802,42546400
2010-01-12,30.576826095581055,30.778655209028262,30.418249416767225,30.713782056434155,65902300
2010-01-13,30.670528411865234,30.77865123545591,30.382205465086138,30.69936153144643,48040100
2010-01-14,30.591243743896484,30.72099005369355,30.540787151161858,30.648909992552106,52893800
2010-01-15,30.238037109375,30.547986214225425,30.15154051606331,30.50473654273102,76681800
2010-01-19,30.850727081298828,30.850727081298828,30.324535094185308,30.3317447479371,57597300
2010-01-20,30.108295440673828,30.353371450532663,29.863219430814997,30.353371450532663,78934700
2010-01-21,29.200071334838867,30.04342218153851,29.178447870713438,29.949715920865767,116104300
2010-01-22,28.55134391784668,29.084742887334052,28.493677678076338,28.99103937222373,108173800
2010-01-25,28.7603702545166,29.063109662615414,28.594581245689085,28.92615651366739,86170400
2010-01-26,28.1621036529541,28.544132848630674,25.812259492304243,28.20535333063877,89832400
2010-01-27,28.09002113342285,28.198141193599266,27.664742297503494,27.960274861469337,91623300
2010-01-28,27.895410537719727,28.45764272734395,27.650334474351553,28.342312976916464,98086600
2010-01-29,27.59266471862793,28.299059693957982,27.44850461116784,28.219772734726053,151695100
2010-02-01,28.335098266601562,28.363928634009525,27.830529716317514,27.85215317929283,81928100
2010-02-02,28.565757751464844,28.62342123605411,28.126062339052453,28.392761798342264,86791200
2010-02-03,28.39997100830078,28.70271048443384,28.306264753921685,28.57296420904043,64323800
2010-02-04,27.116926193237305,27.967483930928502,27.10250963416216,27.93144390807938,131791500
2010-02-05,26.814189910888672,26.958352769216457,26.07896180812701,26.879063059652285,165899900
2010-02-08,26.5474853515625,27.016011114751407,26.540275697697133,26.799768243304428,78752400
2010-02-09,27.412460327148438,27.657536345902184,26.97997452919601,27.196217428172222,133342000
